IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
v1;10;10;40;['rehidrēts teksturēts kaņepju proteīns', 'rehidrēti pelēkie zirņi', 'kokosriekstu eļļa', 'kaltēti sīpoli', 'linsēklas', 'sāls', 'biešu pulveris', 'muskatrieksts', 'melnie pipari', 'kaltēti ķiploki'];[': rehidrēts teksturēts kaņepju proteīns 40%,\nrehidrēti pelēkie zirņi, kokosriekstu eļļa, kaltēti sīpoli, linsēklas,\n\nsāls, biešu pulveris, muskatrieksts, melnie pipari, kaltēti ķiploki.\nuzglabāt saldētavā -18?c. atlaidinātu uzglabāt ledusskapī:\n\n+4”c — +8%c līdz 3 dienām. : hiedeļi\nwww.veggycrush.eu | +371 27088881 ,\n\nražots pēc sia milzu! pasūtijuma.\n\n'];0;0;[];[];0;0;0;[];[];[]
v2;9;9;337;['cukurs', 'kakao masa', 'kakao sviests', 'kakao ar samazinātu tauku saturu', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];['a , pl i i. }\nkz tume šokolaad. kakao sisaldus vāhemalt 50%. koastibosad: suhkur, kakaomass kakaovēj, vāli ī s kakaonul ķ " i\n, : . kw šā \' ū 14 enda se a kaka tel: g} vi na\npērnā, gluleemi sialdāvate asī visiloden maapānkltemandite, sarapuupālklite ja kašu bite lg. totumisalne ienve 1004 teresa} skat pie\nrasvnapped 170 g sūsivesikud 540 g, millest suhkrud 4909, kiudained 85 „valgud 6,1 g 500001 „parimeennelēppu :/ lot: vaata akendit. hora curas alkas amd meet vilastuni\nkakaomassi a kakovā ritolu: el {kakaooad on pārit vaastpodkēlā dosmūija eests rimi eesti food as p2 uvja tee 3, plcikūla, rae vali, 75308 harju če pleca poolas rim etelmusel\ntumšā šokolāde, kakao saturs vismaz 50%. saļtāvdalas: cu kakao masa, , kakao ar samazinātu — au emu! - b2 soil a ieom ala olelefon eesti: 4372 8056333\ngraudaugu larešu miežu} zemesiekstu mandeļu lazdriestuuninājas tekstu dziņas 100 produkta lztuērība,enerjēisi vērtība 2150 ku s5 kcal tauki 290 resna bevar.5 g olbaltumpielas6,1 g, sāls" 0019 ieteicams līdz termiņa beigām: s skatīt uz iepakojuma, uzglabāt nēimika edit amēldsraukskābes 170g.oghidrēti\nmidaosiess rodas : 65} rr tdjs la. sia rimi latvia, a agn cal ga 117 bemakastdnrostadenēnlas bi 180. ca vot bsituma biomas |\nsausuju medžiagu - ne mažiau kamp 50%. dalys: cukrus, kakavos masē, kakavos sviestas, liesi kakavos milteliai emulsikliai: e322 {iš soju}, e476, k olimedžians 1-1 juodasis koladas, kakavos\n{kviecaļ miežu} zemēs riešūtu, miodoki riešutujranakardž ēdsakl, 100 g produkto maistingumas:enerine vertē 2150 kj/515 kcal riebabi 2904 iia medžiaga. gal vie piemogitmo turnč javu\n540 g 15 kuriu cukru 490 g skaidu a ēru lmt goes dī geišas kipatags: le paka laikyti ascer : 5 urlu sociuju riebaly rūgsčiv 17 g angiavandzna}\n—— ī kalkavos sviestas yra es kākavos pupelēs yra iš nes sal}. platintojas lietuvojevab „rimi lietuva” spaudos g. 6-1, lt-05132, vinja lie av egaminta lenkjjoje pagal special imi”\nb0dī e23000. lte ten lonomagu. tponsekses0 5 torolue 10 cneiamoso 3223} rm. kgk20- oc m kak eto lc kaa 5192 virs, lietuva, nemokamas klientu aprarmavio dato\na naatriumfesinemisest. / sāls saturs ir tikai dabīgā nātrija klātbūtnes rezultāts, / druskos kiek, nulerbatik - ni ec}, ni :\n: 4 {4 la \' t\n"m. p m” u”\n\n'];0;2;[];['bite', 'sviestas'];0;0;2;[];[];['bite', 'sviestas']
v3;4;4;151;['dzērvenes', 'pūdercukurs', 'kartupeļu ciete', 'ūdens'];[': dzērvenes - 45%, pūdercukurs - 54,3%, kartupeļu 100 r npopnykkta copepmat/\nciete - 0,5%, ūdens - 0,2%. š 100 g produkto maistinē vertē/\nlza uzglabāt sausā vietā no +3”c līdz +187. toitumisalane teave 100 g toote kohta:\nru} kjnmokba b caxaphom ny dpeē enerģētiskā vērtība /\ncocras: kniokba - 45%, caxapkaa nynpa - 54,3%, dheprerumueckas lļehhoctb /\nkaptoģenbhbi kpaxmaji - 0506, bona - 0,2%. energinē vertē/ 949,124j/\nts / npow3soputen» / xpakhmtb b gxom, npoxnaahom mecte ot +3 no +187. energia: 227,17 kcal\nmintojas / tootja: o spanguoles cukraus pudroje tauki /kupbi / riebaly /rasvad: 0,01g\nsia "vladas sp" sudedamosios dalys: spanguolēs - 45%, cukraus pudra tostarp piesātinātās taukskābes /\nkavas iela 1302, rīga, -54,3%, bulviuy krakmolas - 0,5%, geriamasis vanduo - 0,2%. 13 kotopbiix hacbillļchhblc\nlakss: +371 67144499, laikyti sausoje vietoje, nuo +3"ciki +18"c temperatūroje. mmphblē kmconotbl/\nlatvija. š iš kuriy sočiuju riebaly rūgščiuy /\nwm wviadasspdi co jūhvikad tuhksuhkrus millest kūllastunud rasvhapped: 09\nj koostis: johvikad - 45%, tuhksuhkur - 54,3%, kartulitārklis ogļhidrāti\ns : - 0,5%, joogivesi - 0,2%. ogļhidrā } rāti/} j b0/bl /\nnt uno hoida kuivas kohas temperatuuril +3%+187c. angliavande\ntoodetud lati neto daudzums/grynasis eki.\nm wnnuļ|\n\n'];0;0;[];[];0;0;0;[];[];[]
v4;32;32;53;['kviešu milti', 'cukurs', 'margarīns', 'augu eļļas', 'rapšu', 'palmu', 'ūdens', 'pārtikas sāls', 'emulgatori', 'rapšu lecitīns', 'taukskābju mono', 'un diglicerīdi', 'skābuma regulētājs', 'citronskābe', 'dabīgs aromatizētājs', 'karamelizēts cukura sīrups', 'dzeramais ūdens', 'garšvielu maisījums', 'kanēlis', 'krustnagliņas', 'muskatrieksts', 'smaržīgie pipari', 'koriandrs', 'ingvers', 'melnie pipari', 'kardamons', 'cepamais pulveris', 'irdinātāji', 'nātrija karbonāts', 'difosfāti', 'skābuma regulētājs', 'citronskābe'];[': kviešu milti, cukurs, margarīns {augu eļļas {rapšu, .\npalmu} ūdens, pārtikas sāls, emulgatori: rapšu iecitīns taukskābju\nmono- un diglicerīdi, skābuma regulētājs: citronskābe, dabīgs\nkaramelizēts cukura sīrups, dzeramais ūdens,\na maisījums {kanēlis, krustnagliņa muskatrieksts, s krdzmonaļ.\nnā pipari koranirsingrers nebie pat kam\n| selerija: lupīnu, sinepju un sezama sēklu dons\nciet produktus krācnī ar ienako!\n—--ģg— ss\n\n'];0;0;[];[];0;0;0;[];[];[]
v5;4;4;117;['kukurūzas graudi', 'palmu tauki', 'sāls', 'aromatizētājs'];[': 75% kukurūzas graudi, palmu tauki 2,8% t\nsāls, aromatizētājs. ieteicams līdz:/partijas nr.: skatīt uzdruku |}\niepakojuma augšpusē. uzglabāt sausā un vēsā vietā. t\npagatavošana: 1. novietot papīra maisiņu mikroviļņu krāsnī kā\ntas norādīts attēlā. 2. atkarībā no mikroviļņu krāsns jaudas, ļaut\npopkomam atvērties 2-4 minūtes {skatīt tabulu}. 3. izslēgt\nmikroviļņu krāsni, kad intervāls starp paukšķiem ir 2 vai 3\nsekundes. 4. izņemt maisiņu no mikroviļņu krāsns un sakratīt.\nuzmanību, atverot maisiņu, izplūst karsts tvaiks!\nturustaja:/izplatītājs: lidi stiftung 8 ce. kg, stiftsbergstrabe 1,\nde-74167 neckarsulm, saksamaa, vācija.\ntoitumisalane teave/ uzturvērtība  /100g\nenergiasisaldus/ 1939 kj/\nenerģētiskā vērtība 463 kcal\nrasvad/tauki 2409\n millest kūllastunud rasvhapped/\ntostarp: piesātinātās taukskābes 12.19\nsūsivesikud/oglhidrāti 530g\nmillest suhkrud/tostarp: cukuri 09\nvalgud/olbaltumvielas a " 9\nsool/sāls 2809\nnetokaal:/neto daudzums: 3x1 00g\n\n'];0;0;[];[];0;0;0;[];[];[]
v6;21;22;194;['ūdens', 'cukurs', 'kakao tauki', 'kakao masa', 'glikozes sīrups', 'kokosriekstu eļļa', 'mandeles', 'glikozes', 'fruktozes sīrups', 'zirņu olbaltumvielas', 'aromatizētāji', 'emulgatori', 'e471', 'lecitīni', 'ekstrahētu vaniļas pupiņu gabaliņi', 'stabilizētāji', 'e407', 'e410', 'e412', 'sāls', 'krāsviela', 'e160a'];[': ūdens, cukurs, kakao\nja. 188 unleverčr, spol.sr.0., voctāfova < tauki\', kakao masa\', glikozes sīrups, kokosriekstu eļļa, mandeles, glikozes-truktozes sīrups, zimu olbaltumvielas,\n{180 00 praha 8. br cz: 844 222 844. {\' aromatizētāji, emulgatori {e471, iecitīni}, ekstrahētu vaniļas pupiņu gabaliņi, stabilizētāji {e407, £410, e412}, sāls,\nsribūtor, unilever slovensko, spol. s t. ga krāsviela {e160a}. var.\nova 10,821 08 bratislava. tp sk:0850123850. ,s ir dā alliance sertificēts. šokolādes glazūra, kas papildus kakao taukiem satur arī augu taukus. atbilst\nstm : a 7% vagānu diētai. šā.\nm” mazzidāis as % uzturvērtība - 100 g: enerģētiskā vērtība 1444 kj/345 kcal, tauki 22 g, tostarp piesātinātās taukskābes 14g r\n"via , lietuva. — ogļhidrāti 32 g, tostarp cukuri 26 g, olbaltumvielas 2,7 g, šāls 0,10 g. _\n: £ ietsicams līdz beigām: skat. uz iepakojuma. j\n74\' be ee - uzglabāt temperatūrā ne augstākā par -18 c. 4 —\n5 alarl h i h da" biai ,\nusi e} j $ izplatītājs: uab „unilever lietuva distribucija „skuodo g. 28, mažeikiai, lt-89100, lietuva. ā\n- uu s pin uu rem usd 305 {0a00iakdi2000e kus zr referē m\nnr mcom = v {ba00 wi2000 kol uaa *% nuo reterene asmens vartojimo kiekio {e2400 k v\n— = : ā\nwawwmn —\n— 4 s. s\nm } s }\nā\n2 |\n\n'];0;0;[];[];0;0;0;[];[];[]
v7;29;29;196;['saldējuma', 'sojas pupu ekstrakts', 'ūdens', 'sojas pupas', 'jūras sāls', 'cukurs', 'kokosriekstu eļļa', 'glikozes sīrups', 'grauzdēti lazdu rieksti', 'kakao ar samazinātu tauku saturu', 'saulespuķu sēklu eļļa', 'emulgatori', 'taukskābju monoglicerīdi un diglicerīdi', 'taukskābju saharozes esteri', 'sojas lecitīni', 'stabilizatori', 'nātrija algināts', 'ceratoniju augļu sveķi', 'guāra sveķi', 'aromatizētāji', 'b12 vitamīns', 'sastāvdaļas vafeles', 'kviešu milti', 'cukurs', 'kokosriekstu eļļa', 'karamelizēts cukurs', 'emulgators', 'sojas lecitīni', 'aromatizētāji'];[' vafeles {15%}: kviešu milti, cukurs, kokosriekstu eļļa, sāls, salt / sal / sool/ sāls / druska / salt / sel\nkaramelizēts cukurs, emulgators: sojas iecītīni, aromatizētāji. var. uzglabāt temperatūrā, kas vitamin b12/ vitamina b12 / vitamiin b12/ bi2 vitamīns / vītaminas b2 /\nnepārsniedz -18 "c. ieteicams līdz: skatīt uz iepakojuma sāniem. " : {"215% nrv = daily reference intake} referanseinntak for en voksē\n{lt} augaliniai valgomieji ledai su vafliais - sudedamosios dalys = valgomieji ledai {85%}: sojas ekstraktas {56%} {vandu?, de referencia / ingestāo de referēncia diāria / vērdluskogused / n\nsoju pupeles {8,2%}, jūros druska}, cukrus, kokosuy aliejus, gliukozēssirupas, skrudintilazdymoriešutai {5,9%}, mažesnioriebumokakavos — vartojimo kiekio per para / nāringsreferensvārde / valeurs nutriīti\nmilteliai, saulēgražu aliejus, emulsiklis: riebaly rūgščiy mono- ir digliceridai - riebaluy rūgsčiu sacharozēs esteriai - soju lecītinai,\nstabilizatoriai: natrio alginatas, saldžiuju ceratoniju derva - pupeniy derva, kvapiosios medžiagos, vitaminas bī2. - vaflis {15%}: 4 cones - 300g 480ml {>\nkvietiniai miltai, cukrus, kokosu aliejus, druska, karamelizuotas cukrus, emulsiklis: sojos lecitinas, kvapiosios medžiagos. gali būti ķitu\nriešutu pēdsaku ir garstyčios. laikyti ne didesnēje nei -187c temperatūroje. geriausias iki: žr. pakuotēs šone. 8\nmix\n nosmo:son valsona s.p.a. - via. barontini, 16/5 "4 packaging from |\nfor . bologna - italy - www.valsoia.it responsible sources\nva for all csēa dīpm0=0-cekn242 — plantof serravalle sesia {vc} f. sc fsc? c104639 „8\nfsc forever certification body aceredited by accredia corso matteotti, 13 - italy ko\n\n'];0;0;[];[];0;0;0;[];[];[]
v8;29;29;273;['saldējuma', 'sojas pupu ekstrakts', 'ūdens', 'sojas pupas', 'jūras sāls', 'cukurs', 'kokosriekstu eļļa', 'glikozes sīrups', 'grauzdēti lazdu rieksti', 'kakao ar samazinātu tauku saturu', 'saulespuķu sēklu eļļa', 'emulgatori', 'taukskābju monoglicerīdi un diglicerīdi', 'taukskābju saharozes esteri', 'sojas lecitīni', 'stabilizatori', 'nātrija algināts', 'ceratoniju augļu sveķi', 'guāra sveķi', 'aromatizētāji', 'bi2 vitamīns', 'sastāvdaļas vafeles', 'kviešu milti', 'cukurs', 'kokosriekstu eļļa', 'karamelizēts cukurs', 'emulgators', 'sojas lecitīni', 'aromatizētāji'];[' saldējuma {85%}: sojas pupu ekstrakts {56%} {ūdens, sojas pupas {8,2%}, jūras skaidulinēs medžiagos / fiber / fibres alimentaires j\nsāls}, cukurs, kokosriekstu eļļa, glikozes sīrups, grauzdēti lazdu rieksti {3,9%}, kakao a samazinātu tauku saturu, saulespuķu sēklu eļļa, protein / proteinas / valgud / olbaltumvielas / baltymai / f\nemulgatori: taukskābju monoglicerīdi un diglicerīdi - taukskābju saharozes esteri - sojas lecitīni, stabilizatori: nātrija algināts, ceratoniju -\naugļu sveķi - guāra sveķi, aromatizētāji, b12 vitamīns. - sastāvdaļas vafeles {15%}: kviešu milti, cukurs, kokosriekstu eļļa, sāls, {salt / sal / sool / sāls / druska / salt / sel\nkaramelizēts cukurs, emulgators: sojas lecitīni, aromatizētāji. var. uzglabāt temperatūrā, kas vitamin b12/ vitamina b12 / vitamiin b12/ b12 vitamīns / vitaminas |\nnepārsniedz -18 "c. ieteicams līdz: skatīt uz iepakojuma sāniem. {"915% nrv = daily reference intake / referanseinntak for en vi\n{lt} augaliniai valgomieji ledai su vafliais - sudedamosios dalys - valgomieji ledai {85%}: sojos ekstraktas {50%} {vanduo, de referencia / ingestāo de referēncia diāria / vērdluskogusei\nsoju pupelēs {8,2%}, jūros druska}, cukrus, kokosy aliejus, gliukozēssirupas, skrudinti lazdynoriešutai {3,976}, mažesnioriebumo kakavos vartojimo kiekio per para / nāringsreferensvārde / valeurs nu\nmilteliai, saulēgražu aliejus, emulsiklis: riebaly rūgščiy mono- ir digliceridai - riebalu rūgščiu sacharozēs esteriai - soju lecitinai,\nstabilizatoriai: natrio alginatas, saldžiuju ceratoniju derva - pupeniy derva, kvapiosios medžiagos, vitaminas bīz2. - vaflis {15%}: 4 cones - 300g 480m\nkvietiniai miltai, cukrus, kokosu aliejus, druska, karamelizuotas cukrus, emulsiklis: sojos iecītinas, kvapiosios medžiagos. gali būti kity {—\nriešutu pēdsaku ir garstyčios. laikyti ne didesnēje nei -18"c temperatūroje. geriausias iki: žr. pakuotēs šone. . m\n smogok valsoja s.p.a. - vial. iii, ej | va packaging from\n{6} no bologna -italy-wwww.valsoia.it responsible sources\nva forests ” o a drpr030-certr*242 — plantot maks aw//77 f. sc fsc* c104639 ed\nfsc forever certification body accredited by accredia— corso matteotti, 6-1 nn — l —\na n n nn n s a a a a r r a a aa a a ,\n\n'];0;0;[];[];0;0;0;[];[];[]
v9;16;16;42;['kviešu milti', 'cukurs', 'palmu eļļa', 'ūdens', 'glikozes', 'fruktozes sīrups', 'sāls', 'emulgators', 'lecitīni', 'no sojas', 'irdinātāji', 'dinātrija difosfāts', 'nātrija hidrogēnkarbonāts', 'amonija bikarbonāts', 'aromatizētājs', 'vanilīns'];[': kviešu milti, cukurs, palmu eļļa, ūdens, glikozes-fruktozes\n\nsīrups, sāls, emulgators: lecitīni {no sojas}, irdinātāji: dinātrija difosfāts, nātrija\nhidrogēnkarbonāts, amonija bikarbonāts, aromatizētājs {vanilīns}. var. ieteicams līdz:/partijas nr.: skatīt uzdruku uz iepakojuma. uzglabāt\nsausā vietā, temperatūrā, kas.\nnetokaal:/\nneto daudzums: 1 5 5 g ā\n\n'];0;0;[];[];0;0;0;[];[];[]
v10;21;21;72;['vārīti turku zirņi', 'ūdens', 'rapšu eļļa', 'kalamata šķirnes olīvas', 'melnās olīvas', 'sāls', 'spirta etiķis', 'tahini', 'sezama pasta', 'sāls', 'garšvielas', 'ķiploki', 'paprika', 'sīpoli', 'kumīns', 'skābuma regulētāji', 'citronskābe', 'ābolskābe', 'vīnskābe', 'konservants', 'kālija sorbāts'];[": 51% vārīti turku zirņi, ūdens, rapšu eļļa, 6,5% kalamata šķimes 5%\nolīvas {melnās olīvas, sāls, spirta etiķis}, tahini {sezama pasta}, sāls, garšvielas {ķiploki, paprika, sīpoli, ” —\nkumīns}, skābuma regulētāji: citronskābe, ābolskābe, vīnskābe, konservants: kālija sorbāts. '\nuzturvērtība 100 g: enerģētiskā vērtība 1120 k3/270 kcal, tauki 22,4 g, tostarp: piesātinātās :%\ntaukskābes 2,0 1 ogļhidrāti 11,2 g, tostarp: cukuri 0,3 g, olbaltumvielas 5,1 g, sāls 1,16 g. iu d\ntabminamme jēda dartijae nr ekatīt izdruku ienakojuma anakšnusē uzalabāt temperatūrā\n\n"];0;0;[];[];0;0;0;[];[];[]
v11;21;22;331;['turku zirņi vārīti', 'turku zirņi', 'ūdens', 'saulespuķu eļļa', 's partijas nr', 'vai rapšu eļļa', 'r partijas nr', 'ūdens', 'sezama sēklu pasta', 'biezinātājs', 'kukurūzas ciete', 'sāls', 'skābuma regulētāji', 'citronskābe', 'pienskābe', 'garšvielas', 'ķiploku pulveris', 'garšaugi', 'dažādās proporcijās', 'baltie pipari malti', 'konservants', 'kālija sorbāts'];[': turku ziņi id es { turku ziņi, ūdens},\nsaulespuķu eļļa {s partijas nr.} vai rapšu eļļa {r partijas nr.}, ūdens, sezama sēklu pasta, a |}\nma nālēja: kukurūzas ciete, sāls, skābuma regulētāji: citronskābe, pienskābe, garšvielas:\nķiploku pulveris, gamma {0,12%} dažādās proporcijās, baltie ppan malti, konservants: kālija\nsorbāts. adas sezams. pēc atvēršanas izlietot 24h laikā. ce āt temperatūrā no +0”c...+67c.\nlt hummusas su zalumynais. sudedamosios dalys: virti turkiški žimiai{62%} {turkiški\nžimiai, kred s saudgražu aliejus {s as nr.} arba rapsu aliejus {r partijos nr.}, vanduo, sezamo .\n„ | sēklu pasta, tiršūklis: kukurūzu krakmolas, druska, ieteka tie atri medžiagos: citrinos rūgštts, :\n| pieno rūgštis, prieskoniai: česnaku milteliai, prieskoninēs žoleies {0,12%} skirtingomis aija ra malti dbaltieji\npipirai, konservantas: kalio sorbatas. us sezamas. atidarius suvartoti per 24 valandas. laikyti\ntemperatūroje nuo +0"c...+6*c. ee hummus maitserohelisega. koostisosad: kikerhemed\nkeedetud{62%} {kikernemed, vesi pāevalilleēli {s partii no.} vēi apa {r partis no.},, vesi,\nseesamiseemnepasta, paksendaja: maisitārklis, sool, happesuse regulaatorid: ndim pimnapa, maitseained:\nkūūslaugupulber, maitsetaimed {0 1 kat m proportsioonides, valge ppar čč vatatud, sālilitusaine:, a\nkaaliumsorbaat. allergeenid: seesam. kasutada 24 a n pa avamist. hoida temperatuuril vahemikus +\n0?c kuni + 6*c. tootja / producer / pagaminta / ražotājs : sia "atlantika intemational", "surimi",\nmucenieki, ropažu kraštas, latvija, lv-2137, +37166102172. tūrgi hemeste pāritolu: vāljaspool eu. / s ota of.\nturkish peas: outside the eu / turku žimiu kilmēs šalis: už es ribu. / turku zimu izcelsme: ārpus es. kēālblik kuni:\nvaata pakendit. use by: see on the package. tinka vartoti iki: žiūrēti ant pakuotēs. izlietot līdz: skatīt uz iepakojuma.\nnu energiasisaldus / energy value / energinē vertē / enerģetiskā 982 kj / +4\n9} artība- 237 kcal =\n54 vērtība:\nj 4 ww rasvad / fat / riebalai / tauki: - 5 /\n} cc millest kūllastunud rasvhapped / including saturated fatty acids / 5\no iš kuriu sočiuju riebalu rūgščiu / tostarp piesātinātās taukskābes: „9 {0}\nuy % sūsivesikud / carbohydrates / angliavandeniai / oglhidrāti: | 90g 9 }\nm we millest suhkrud / including sugars / iš kuriy cukru / tostarp cukuri: ss 2\n3 valgud / protein / baltymai / olbaltumvielas: ,\n} sool / salt / druska / sāls: 0,65 g {c} : \'\n1 netokaal: / net weight: / neto masē: / neto masa: a\n4 m „a z bb. v. iu ru 0 r n\n\n'];0;1;[];['pieno'];0;0;1;[];[];['pieno']
v12;23;24;0;['ūdens', 'kokosriekstu piens', 'avenes', 'cukurs glikozes fruktozes sīrups', 'modificēta kukurūzas ciete', 'biezinātājs', 'gargūms', 'pektīns', 'dekstroze', 'sāls', 'krāsa', 'karotīns', 'burkānu koncentrāts', 'kalcija fosfāts 128mg', 'ri', 'd2 vitamīns', '0', '75ug', 'ri', 'bez piena jogurtu kultūra', 's', 'thermophilus', 'l', 'bulgaricus'];['| }\n,„\n\n'];0;0;[];[];0;0;0;[];[];[]
v13;16;16;227;['raudzētu auzu bāze', 'ūdens', 'auzas', 'ierauga kultūra', 'kartupeļu ciete', 'rapšu eļļa', 'kartupeļu olbaltumvielas', 'kalcija karbonāts', 'kalcija fosfāts', 'skābes', 'ābolskābe', 'pienskābe', 'jodēts sāls', 'vitamīns d2', 'riboflavīns', 'vitamīns b12'];[': raudzētu auzu bāze {ūdens, al\n„ auzas 12%, vis at kartupeļu ciete, rapšu eļļa, ameēj olbaltumvielas,\nčč. kalcija karbonāts, kalcija fosfāts, skābes {ābolskābe, a! jodēts sāls, vitamīns g\n, d2, niboflavīns, vitamīns b12. 100 g produkta uzturvērtība: enerģētiskā vērtība: 286 kj/\n68 kcal, tauki 200} tostarp piesātinātās taukskābes 0,2g, ogļhidrāti e4109. tostarp\n« cukuri 4,6g” {"dabīgi cukuri no auzām}, šķiedrvielas 0,99, olbaltumvielas 1,6g, sāls\n4 leo d vitamīns 1,5 g asoema riboflavīns 0,21 m {15%"*}, b12 vitamīns 0,38 ug 9\nšpr "*}, kalcijs 120 mg pēdas „no uzturvielu atsauces vērtības{nrvs}.ražots\nviedrijā. oatly ab, stora varvsgatan 6a, s-21119 malmē.\nlt. oatly oatgurt. fermentuotu avižu produktas, 1000 g. be pieno ir sojos. 9\ngenausias iki: žiūrēti pakuotēs viršuje. laikyti iki +8 c temperatūroje. atidarius\nsuvartoti per 5 dienas. sudedamosios dalys: fermentuotu avižu baze {vanduo,\n| avižos 12%, fementavimo kultūros}, write ii aliejus, bulviu baltymai,\n} kalcio karbonatas, kalcio fosfatas, ūaštys {obuoliu rūgš is, pieno rūgšts} joduota g*\ndruska, vitaminas d2, mboflavinas, vitaminas b12. 10 s rona maistingumas: |\nenerginē vertē: 286 kj/ 68 kcal, riebalai 2,2g, iš kuriu sočiuju riebalu rūgščiu 0,2g, g\nangliavandeniai 10,0g, iš kuriu cukru a, natūralūs cukrūs iš rp skaidulnēs g\nmedžiagos 0,9g, baltymai 1,6g, druska 0,07g, vitaminas d 1,5 |11g {30%*”}, riboflavinas\n0,21 mg {15%"*}, vitaminas b12 0,38 pg 160} kalcis 120 mg {15%} ig\n"*referenciniy lika ri manu {nrvs}. pagaminta švedijoje. oatly ab, stora g\nvarvsgatan 6a, s-21119 malmē. j\n„ w4, ndunavim, dz}, kauunijuuiu. } mr vu\n\n'];0;2;[];['d vitamīns', 'pieno'];0;0;2;[];[];['d vitamīns', 'pieno']
v14;29;29;21;['ūdens', 'lobītas sojas pupiņas', 'cukurs', 'mellenes', 'kalcijs', 'trikalcija citrāts', 'stabilizētājs', 'pektīni', 'skābuma regulētāji', 'nātrija citrāts', 'citronskābe', 'dabīgs aromatizētājs', 'melnā burkāna ekstrakts', 'melleņu ekstrakts', 'burkānu ekstrakts', 'jūras sāls', 'antioksidanti', 'tokoferola ekstrakts', 'askorbīnskābes taukskābju esteri', 'vitamīni', 'b2', 'b12', 'd2', 'jogurta kultūras', 's', 'thermo', 'philus', 'l', 'bulgaricus'];["- n ?\n.-\n| iz rr , md. ingjmani dos\ntā\n4 j 4d a csomagolās tetejēn {nap/honap}. tārola\nš a, iūtāben max.7'c-0n.\nā z 0\n\n"];0;0;[];[];0;0;0;[];[];[]
v15;11;11;167;['ūdens', 'rapšu eļļa', 'auzas', 'emulgators', 'rapšu lecitīns', 'stabilizētājs', 'ksantāna sveķi', 'želana sveķi', 'jūras sāls', 'aļģe', 'lithotamnium calcareum'];[': ūdens, rapšu eļļa”, auzas" 9%, emulgators {rapšu lecitīni\nm. stabilizētājs {ksantāna sveķi, želana sveķi}, jūras sāls, aļģe {lithotamni\n| j : calcaiturm} wrpem c 100m! produkta uzturvērtība: enerģētis\n\' vērtība: 604kj/146 kcal. tauki an piesātinātās taukskābes \'\n€/ ogļhidrāti 5,8g, tostarp cukun 3,6g, šķiedrvielas 0,9g, olbaltumvielas 1,0g, sāl\nč 0,11g.uzglabātledusskapī,maks. +8*c.leteicams līdz: skat. uz iepak. īzlieto\nlīdz skatīt iepakojuma augšpusē. datuma ra attiecas uz neatvē\np iepakojumu bēc atvēršanas izlietot 5 dienu laikā. ražotājs: oatly ab, sto}\n%. varvsgatan6a, se-211 19malmē, tālrunis: 00800 22881234\nlt: imat- ekologiškas augalinis aims pakaitalas, 250m\nsudedamosios dalys: vanduo, rapsu aliejus", avižos* 9%, emulsiklis {raps\nj iecitinas}", stabilizatorius {ksantano derva, gelano derva jūros dru\n} dumbliai {lithotamnium calcareum}. km s sudedamosios dalys. 100m\nprodukto maistingumas\' energine verte: 604kj/146 koal. riebalai 13g, iš kun\nsočiuju riebaly rūgščiu 11g, angliavandeniai 3,09, 18 kuru cult | ā\nskaidulinēs da 0,99, baltymai \' 0g, druska 0,11g. laikyti šalta\naukščiau +8 ?c. čenausias iki: žiūrēti ant pakuotēs. geriausi\npakuotēs viršuje. nurodyta neatidarytos pakuolēs gallojmo d |\nsuvartoti per 5 dienas gamintojas: oatly ab, stora varvsgala\nmalmo, telefonas: 00800 22881234\n\n'];0;0;[];[];0;0;0;[];[];[]
