IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n86;25;25;32;['kartupeļu ciete', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidants', 'ekstrakti no rozmarīna', 'krējuma pulveris', 'no piena', 'siera pulveris', 'no piena', 'vājpiena pulveris', 'sāls', 'rauga ekstrakts', 'cukurs', 'sausais glikozes sīrups', 'saulespuķu eļļa', 'aromatizētāji', 'ar pienu', 'maurloki', 'sūkalu pulveris', 'no piena', 'sīpolu pulveris', 'kurkuma'];['a a bi tiejji', '| minuti parast m nram edamosios dalys', 'bulv kp skrebučiai', 'kvietiniai miltai et varam oruska', 'mielēsantoksidantas', 'rozmarin ekstrakta tinēt mltelai druska men lie inēlēs ae', 'iš zb ara sūrio dm ei uztīta "dadum', 'ieaii "mrūņu n āā —', '—ļ amid kardar ca au sudetyje gali būti salin', '0d sasāvilas ļ "ms če nr', 'kviešu milti', 'palmu ma sāls', 'uns antioksidants', 'ekstrakti noada k jan pulveris', 'no iena lora pulveris', 'no piena iena pulveris šai msausais glikozes sīrups', 'saulespuķu eļļa', 'aromatizētāji', 'ar pienu', 'tauki sūkalu pulvers', 'm peīši sīpoluj — var', 'kartulitārklis', 'krutoonid  čūrg', 'imast', 's00bemē t vilni bz', 'pilimast', 'so ssi a', 'pāmiekstakt— i sisallsdāse sellent ča mē pi sj tulas', 'vadakupuber =s aa t portsjonis', 'sti juma uzturvērtība/ | |1009 krijais tislā g!! a ša 2 a p0ms | neraiasisaibus og |skir r! a_k =', 'o= aarā ātās a11', 'j asv happec'];8;5;['krējuma pulveris', 'no piena', 'siera pulveris', 'no piena', 'vājpiena pulveris', 'sūkalu pulveris', 'no piena'];['no piena iena pulveris šai msausais glikozes sīrups', 'tauki sūkalu pulvers', 'no iena lora pulveris', 'ar pienu', 'ar pienu'];1;7;4;['ar pienu'];['krējuma pulveris', 'no piena', 'siera pulveris', 'no piena', 'vājpiena pulveris', 'sūkalu pulveris', 'no piena'];['no piena iena pulveris šai msausais glikozes sīrups', 'tauki sūkalu pulvers', 'no iena lora pulveris', 'ar pienu']
n87;21;21;55;['ātri pagatavojamas nūdeles', 'manna no kviešiem', 'olas', 'sāls', 'sausais glikozes sīrups', 'cukurs', 'kartupeļu ciete', 'aromatizētāji', 'ar selerijām', 'rauga ekstrakts', 'kaltēti dārzeņi', 'burkāni', 'sīpoli', 'mājputnu tauki', 'garšvielas', 'kurkuma', 'melnie pipari', 'pētersīļa lapas', 'kaltēta vistas gaļa', 'skābe', 'citronskābe'];['vištienos snuda su makaronais', '/ vistas — ar makaroniem', '/ drriens kana ja "telio ti 200ui ra z eit usinā | "aim a aikijeuopen here a _co sudedamosios dalys', 'makaronai', 'kietuju kviečiņ klaušiniai', 'druska', 'glikozes sirupas', 'cukrus', 'bulviy krakmolas', 'kvapiosios pe', 'su salierais', 'mielu e i džiovintos daržoves markas ūnai', 'paukštienos riebalai 1 „', 'prieskoniai arti ua pipirai', 'petražoliu lapeliai', 'džiovinta vištiena', 'cit „sudētyje gali būtid', 'sams a — dēles io dat jai mama', '! škaiešiem olas', 'sāls', 'sausais is sīrups', 'cukurs', 'kartupeļu ciete', 'aromatizētāji', 'ar saieriāa m ekstrakts', 'kaltēti dārzeņi burāt', 'sīpoli', 'mājautnu taukkrasā — nām iet', 'pētersīja lapas', 'kaltēta vistas gaļa', 'skābe', 'citronskābe', '—ga sinepes', 'soju', 'eed koostisosad', 'klimuudlid', 'manna durumnisujahust', 'muna', 'sool', 'kuivatatud glūkoosisiirup', 'suku”', 'kartultārklisja maitseained', 'selleriga', 'pārmiekstrakt', 'kuivata reke koogivi $ 1d', 'si iepasmtaš1h', 'pe must pipar', 'petersellilehed', 'kuivatatud kanalīna', 'hape/', 'lidruhape', 'oib sisapilma', 'sineparcīoe', 'o / portsjonis', 'm i son pprei vats go m "'];3;5;['olas', 'mājputnu tauki'];['/ vistas — ar makaroniem', '! škaiešiem olas', 'kaltēta vistas gaļa', 'mājautnu taukkrasā — nām iet', 'mājautnu taukkrasā — nām iet'];1;2;4;['kaltēta vistas gaļa'];['olas', 'mājputnu tauki'];['/ vistas — ar makaroniem', '! škaiešiem olas', 'mājautnu taukkrasā — nām iet', 'mājautnu taukkrasā — nām iet']
n88;24;24;38;['zirņu milti', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidanti', 'ekstrakti no rozmarīna', 'sāls', 'kartupeļu ciete', 'rauga ekstrakts', 'kaltēti dārzeņi', 'sīpoli', 'ķiploki', 'kūpināti cūku tauki', 'sausais glikozes sīrups', 'cukurs', 'aromatizētāji', 'ar kviešiem', 'majorāns', 'melnie pipari', 'skābe', 'citronskābe', 'kūpināšanas aromatizētāji'];['m „verdancip vandens', 'berai | apiet ar 20', 'mi varoša ūdens', '| 200 m keevat "vett_ senaneismaišyti', 'orlu galma valgvti po | kārtīgi samaisīt', 'batavs īetošana iamaii er "su3—4 mnuču', 'j pēc d', 'minūtēm', 'minuti eau on valmis 3', '1open herež', 'ūnai', 'česnakai', 'rūkytos kiaulienos riebalai', 'sausas gliukozēs sirupas', 'cukrus', 'kvapiosios medžiagos', 'suiečiais', 'mairūnai', 'juodieji pipirai', 'rūgstis', 'citriny rūgštis', 'kvapiosios rūkymo medžiagos', 'sudetyje gali būtu', 'j šžž soju', 'mu', 'palmiāli', 'sool', 'pārm', 'antioksūdant', "' a", 'porcijoje', '/ porcijā', '/ portsjonis', 'kauns rums” | 104 "reku jūtnerane vērte / enerdētiska vw jaērti inergastsalīts 6 kcal b kca', 'mt auki rasvad 1 ila aj a77 | uennesētātās taukskābēs/ | 289|', '—', 'n j m i gādaans 4 m " —a m', 'ts4 ūn  mitt'];1;2;['kūpināti cūku tauki'];['orlu galma valgvti po | kārtīgi samaisīt', 'kauns rums” | 104 "reku jūtnerane vērte / enerdētiska vw jaērti inergastsalīts 6 kcal b kca'];0;1;2;[];['kūpināti cūku tauki'];['orlu galma valgvti po | kārtīgi samaisīt', 'kauns rums” | 104 "reku jūtnerane vērte / enerdētiska vw jaērti inergastsalīts 6 kcal b kca']
n89;25;25;53;['kartupeļu ciete', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidants', 'ekstrakti no rozmarīna', 'pilnpiena pulveris', 'sāls', 'rauga ekstrakts', 'sausais glikozes sīrups', 'cukurs', 'vājpiena puveris', 'kukurūzas ciete', 'šampinjonu sula', 'aromatizētāji', 'ar pienu', 'kaltēti sīpoli', 'saulespuķu eļļa', 'pētersīļa lapas', 'kaltētas sēnes', 'garšvielas', 'melnie pipari', 'pimento'];['kartupeļu ciete', 'grauzdiņi  iešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidants', 'ekstraktinorozmarīna', 'pilnpiena pulveris', 'sāls', 'rauga ekstrakts sausais glikozes sīrups', 'cukurs', 'vāpiena pulveris kukurūzasciete ae sula', 'aromatizētāji', 'ar pienu', 'kaltēti sīpoli', 'saulespuķu eļļa', 'pētersīla lapas', 'kaltētassēnes u4 garšvielas', 'melnie pipari', 'pimento', 'var', 'kartulitarklis', 'krutoonid  g palmiāli', 's0ol', 'pārm', 'antioksudant rosmaisteiapiimapulber', 'sool', '"g kulvatatud glūkoosisiirup', 'suhkur če i', 'piimast', 'melskanvsmy aliejus', 'druska', 'mielēssampinjonimahi', 'lēnna', 'ja maitseained vie a', 'kuvatatud sibulad', 'pāevallleāli', 'peterselllenes', 'vuvatatusseened 0', '4! ugvirtsid', 'must pipar', 'piment', 'vēlb sisaldada sellerit', 'muna', 'sinepit', 'soja 15 |porcijoje', '/ porcijā', '/ portsjonis', 'nie lēne', 'in', '4isti ē reijoje / porcijā | ita mtmas | agztrvērtība / 1009” jj onis k auttn > jenergē bkuek aīm ta', 'kzt "t', 'tustarm piesātinātās taukēkāittam lai / oalhidrāti 579g| nr ta 1 ammans aa01 kcal aa'];3;4;['vājpiena puveris'];['pilnpiena pulveris', 'vāpiena pulveris kukurūzasciete ae sula', 'ar pienu', 'ar pienu'];2;1;2;['pilnpiena pulveris', 'ar pienu'];['vājpiena puveris'];['vāpiena pulveris kukurūzasciete ae sula', 'ar pienu']
n90;13;13;0;['cukurs', 'kakao masa', 'kakao sviests', 'pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];[];5;0;['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki'];[];0;5;0;[];['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki'];[]
n91;11;11;90;['cukurs', 'kakao sviests', 'pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];['a abunas 170', '|', 'akaovol', 'taispiin limarasv', 'emulgaatorid', 'e322', 'sojast', 'e476', 'lohna', 'ja maitseaine', 'vāibsisaldada gluteeni sisaldavate teraviljade', 'nisu', 'oder', 'maapahklite', 'mandlite', 'ed ja kašupāhklite jālgi', 'toitumisalane teave 100 g', 'enerojasisaldus 2239 u/ 536 dam 3009', 'miles kūllastunud9g', 'parimenneloppu', '/ lot', 'vaata pakendilt', 'hoida kuivas ja jahedas kohas', 'toodetud poolas rim! eritellimusel kakaovāi pāritolu', 'el', 'kakaooad on pārit valjastpoolt el', 'edasimūūija eestis', 'rimi eesti food as', 'pērguvaljatee 3 pildikula', 'rae vald', '75308 harjumaa', 'eesti', 'infotelefon eestis', '+372 6056333', 'et baltā šokolāde', 'piena sausnas satursvismaz', '5a as', 'cukurs', 'pil pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki', 'emulgatori', 'e322 no sojas', 'e476', 'aromatizētājs', 'var', 'kviešu', 'miežu', 'lazduriekstu', 'zemesriekstu', 'mandeļu un indijas riekstu daļiņas', '100 g uzturvērtība', 'enerģētiskā vērtība 2239 j/ 536 kcal', 'tauki 30', '0 g', 'tostarp piesātinātās taukskābes 180 g', 'ogļhidrāti 640sviestas', 'lai', 'isrū', '” vv', '„', 'igdolu', 'lazdynu riešutu ir anakardžiu pē 100 g produkto maistingumas', 'energine verte 2239 k', '/ 536 kcal riebalai 300g', '1s kuriy sočiuju riebalu rūgščiu 180 g', 'angliavandenia! 620g is kuriy cukru 620baumas do dsao „genausiasiki pabaigos', 'am amtnakuetēs lalgtisausojevēsojevietoja pagaminta imdidenamas "m usalgma', 'kalavos svestokimēes akamospupels ee aijplatnojaslietuvoje', 'uab rlmilietuva"', 'spaudosg', '6', '1', 'le05132', 'vlnius lietuva', 'nemokareskientuaptzmamimocemto tel 8 e23000', 'bilī luokojmaj', 'īpov3bereho bonblje no crielļmajibhomy 3ak23', 'kakao', 'macno va ec', 'kakao', '606b1 vz crpari', 'he bxonaumx be', 'na', 'i aaa lo"goola sisaldus tuleneb ainult loodusliku naatriumi esinemisest', '/ sāls saturs irtikai dabīgā nātrija klātbūtnes rezultāts', 'druskos kiekj nulemia tik natūraliai jame esantis natris', '11', '2023 lcxl2005 mwllea aa'];4;5;['pilnpiena pulveris'];['piena sausnas satursvismaz', 'sūkalu pulveris', 'no piena', 'piena tauki', 'pil pulveris'];3;1;2;['sūkalu pulveris', 'no piena', 'piena tauki'];['pilnpiena pulveris'];['piena sausnas satursvismaz', 'pil pulveris']
n92;8;8;13;['cukurs', 'kakao pasta', 'kakao sviests', 'piena tauki', 'emulgators', 'lecitīni', 'soja', 'vaniļas ekstrakts'];['cukurs', 'kakao pasta', 'piena tauki', '|emulgators', 'lecītīni', 'soja', 'vaniļas ekstrakts', 'tumšā šokolāde — kopējā kakao sausā masa', 'vizmaz', 'var', 'var', 'esto riebalai', 'iša'];1;1;[];['piena tauki'];1;0;0;['piena tauki'];[];[]
n93;17;17;162;['piena šokolāde', 'cukurs', 'pilnpiena ulveris', 'kakao sviests', 'kakao masa', 'emulgators', 'lecitīni', 'sojas', 'vanilīns', 'cukurs', 'vājpiena pulveris', 'palmu eļļa', 'bezūdens piena tauki', 'emulgators', 'lecitīni', 'sojas', 'vanilīns'];['piena šokolāde 4 kurs', 'pilnpiena d artis a omponente kokku', 'turustaja as mobec', 'kurekivi tee 6', 'lehmja kūla', 'rae vald', 'harjumaa', 'eesti', '9 piena šokolādes', 'ni', 'sojas', 'vanilīns', 'kopējā piena komnone  konājā kakanknmnnnani kakd0 sviess', 'kakao masa', '€! uigaltors', "'ecitin", 'sojas', 'vanilīns', 'cukurs', 'vājpiena pulveris', 'palmu eļļa', 'bezūdens pienaat supērieur au lait 4 lait £ rīt', 'daaume de racan da po ente', '13 a latītājs sia eugesta un partneri', 'zirciema 1198', 'rīga', '67472500', 'ce chocolat supērieur au lait avec fourrage aulāthines', 'soja', 'vanillin ie total', 'produits 6  raran 1 raideri ar iš a nemans datu iecitni ao karma ae lait čerēmeē en poudre', 'huile de palme', 'beurre concentrē', 'ēmulsifiantsmelkchocolade 4 suiker', 'melkpoeder banti aka amtiinairrano ienitinām move c id nupe 10/', 'de', '11 ruxelies', 'cu', 'ep 6d superieure melkchocolade met melkvulling', 'ingrediēnten', 'superieureļ', 'fenem bv', '= velm m kcod tn fr ls0ja „earn ines', 'sulker', 'magere mel kpoedeā le palmolie', 'boterconcentraat', 'emulgatoren', 'ieciīhinen', 'soja', 'vanillinevollmilchschok bi parki', 'str i id', 'cu', 'peiteto nv', 'ierhulpsesteenweg 18 1170 brussel', 'eu', 'go gefillte volimilehschokolade mit milehfillung', '60snilin', 'gesamimūehbes a olade m mr', 'z mleipula naka0 tk naka0mmasse', '1 uu lecithine a', 'lmo zucker', 'magermilchpulver', 'palmēl', 'butterreinfett', 'emulgator lecithine', '$oja', 'a nju adi tuc nt touuku 13', 'peiteto s', 'a/ņ', 'v', 'uhaussče de la hulpe/terhulpsesteenweg 187', 'be', '1170 briūlssel', 'eu', 'd tejcsokolādē szeļ rēmme!', 'tipvok', 't m k ne', 'nacēja pir dā', 'a d', 'sel', 'eu', 'gb ladē szelet tejes krēmmei', 'tūllveūk', 'ejcsokolade m ak des tejpor kakaovaj', 'kakaomassza', 'emulgedldszer', 'lecitinek', 'szoja', 'aroma', 'vanillin', 'cukor', 'sovāny tejpor', 'palmaolaj', 'dehidratālt vaj', 'emulgeāloszer', 'lecitinek', 'szoja', 'aroma', 'vanilinaka rorgaimazza', 'ferero maayarorszag kft', '1133 budapest', 'vāci ūt 76ā p4', '1 4 4 ā nn3g kardi m ld viestdroek 38', 'nl', '4822 zw brrmfifolinia ferrero w polsce echkovyuač vm mie "nalepie! wantosc pm ieej odiywcza / na / pour / irn i batonik /ettettettt spoiv przed', '/ laikvti vēsioje', 'sausoje v sisjas toltevāārtus / uzturvērtība / valeurs nutritionnelles / per / — batoon/batonigš/ — batonēlis / datoon/', '9', '801 50 550 kās pu kaka krhas f f', 'voedingswaarden / nāhnwerte / atlagos tāpērtēk e 1009 papiēta/derstk', 'batoniņš / gar niece', 'stamek operatora', 'ā van eriegel/egyszelet — per stūk/ je om /nww', 'ferrero', 'p sd', 'salsa viela', 'ie jz', '/ a conscīvei bu s6c el a 1250 egy szelet', 'i18 — | tor mirers hnntīšar im nanošč energetvezna', 'energia', '/ energinē vertē/ energiasisaldus / enerģētiskā vērība / energie / energia', 'j/kcalļ', '2360/566 296/71 4', 'ij 5 es am me mefigerene mainas be', '// pus2cz/ riebalai/ rasvad/ tauki/maliēres grasses/ velten/fel/ zs h ka 6tinās pi vē cemanoišs w ly kwasy luszezowe nasycone / is kuri sočigju riebaly rūgščiy / millest klillastunud rasvhapped / tostarp» š f', 'ļ', 'piesātinātās taukskābes / dont acides gras', 'sē', '/neto masa', '/netokaal č', 'ka pa ameiybāl telitett zsirsavak gi 26 28', 'u/', 'li nil weglowodany/ angliavandeniai / silsivesikud / ogļhidrāti / glūcides / kooliydraten/ kohlentydrate/ szēnhidrāt', '9 535 6', '70 pojeņnczo pakowanyeh dalonikow/ dalonēlu/  mrto vi tvm cekry / 18 kuriy cukry / mūllest suhīkrud / tostarp cukuri / dont sucres / waarvan suikers / davon zucker / " 3 ši', 'h', '|', 'amelybēl cukrok', 'm daldonu batonnets/ ieepjes/ riegel | szelel 2007 bialko / balīymai / valgud / olbaltumvielas / protēines / eiwitten / eiweif / fehērje 0', '8', '7 ļi 2561 / druska / 50ol/ sāls / el / zout/ salz/ 56', '7 0313 0', '039 |o "relerencyina wartosč spožycia dla przecietnej osoby dorostej', '8 400 4/2 000 kcal', '/ "referencinis vidutinio suaugusio asmens vartojimo kiekis', '8 400 k1/2 000 kcal', '/"keskmise lāiskasvanu vērdluskogus', '8 400 1/2 000 kcal', '/ "ieteicamā deva vidusmēra pieaugušajam', '8 400 4', 'vai 2000 kcal', '/apport de rēfērence pour un adulte', 'type', '8 400 1/2 000 kcal', '/ "referentie', 'inname van een gemiddelde volwassene', '8 400 k1/2 000 kcal', '/"referenzmengeflir einen durchschnitlichen erwachsenen', '8 400 kj/2 000 kcal', '/ referencia beviteli ērtēk egy ātagos felnātt szāmāra', '8 400 kj/2 000 kcal', 'f a'];4;7;['piena šokolāde', 'pilnpiena ulveris', 'bezūdens piena tauki'];['piena šokolāde 4 kurs', 'pilnpiena d artis a omponente kokku', '9 piena šokolādes', 'kopējā piena komnone  konājā kakanknmnnnani kakd0 sviess', 'vājpiena pulveris', 'vanilīns', '/ "ieteicamā deva vidusmēra pieaugušajam'];1;3;6;['vājpiena pulveris'];['piena šokolāde', 'pilnpiena ulveris', 'bezūdens piena tauki'];['piena šokolāde 4 kurs', 'pilnpiena d artis a omponente kokku', '9 piena šokolādes', 'kopējā piena komnone  konājā kakanknmnnnani kakd0 sviess', 'vanilīns', '/ "ieteicamā deva vidusmēra pieaugušajam']
n94;22;22;64;['cukurs', 'augu tauki', 'palmu', 'šī', 'lazdu rieksti', 'glikozes sīrups', 'vājpiena pulveris', 'mitrumuzturētājs', 'sorbīta sīrups', 'kakao masa', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'kakao ar pazeminātu tauku saturu', 'kakao sviests', 'sviests', 'niedru cukura sīrups', 'sūkalu produkts', 'emulgators', 'sojas lecitīns', 'sāls', 'aromatizētāji'];['cukurs', 'augu tauki', 'palmu', 'šī', 'lazdu rieksti', 'glikozes sīrups', 'vājpiena pulveris', 'mitrumuzturētājs', 'och choklad', 'ingredienser', 'sorbīta sīrups', 'kakao masa', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'kakao ar pazeminātuap', 'skummjolkspulver', 'fuktighets', 'tauku saturu', 'sviests', 'niedru cukura sīrups', 'sūkalu produkts', 'emulgators', 'sojas iecītīns', 'mmjēlk', 'kondenserad vassle', 'frān sāls', 'aromatizētāji', 'produkts var', 'norfett', 'rorsockersirap', 'vasslepulver izplatītājs', 'sia daisena latvia', 'biksēres iela 6', 'lv', '1073 rīga', 'latvijaper 100g/100gkohta/100g2183 14/522kcal | |naeringsindhold/gjennomsnittlig neeringsinnhold/nāringsvārde/ravintosisālto/dra nūtter', '„ |nering', 'nsi aaidra nūtter', 'storck sverigē ab toitumisalane teave/maistingumas/uzturvērtībaklaapāallysteisessā', 'toffee', 'selpāhkinā', 'glukoosisiirappi', 'rasvatonsvaton maitotiiviste', 'heratiiviste', 'mai', 'oi', 'voirasva', 'ruokosokerisiirappi', 'hera', 'energi/energiaa/energiasisaldus/energinē vertē/enerģētiskā vērtība|fedt/fett/rasvaa/rasvad/riebalai/tauki j 2889 jheraf mattedefedtsyrer/hvorav mettede fettsyrer/varav māttat mu| fett/josta tyydyttyneitā rasvahappoja/millest kullastunud rasvhapp', '| iškuriu sočiuju riebalu rūgščiu/tostarp piesātinātās taukskābikulhydrater/karbohydrat/kolhydrat/hiilihydraatteja/sūsikināā ja muuta pāhkināā', 'storctaidise', 'ja šokolaadiga', 'angliavandeniai/ogļhidrātipāhkel', 'glūkoosisiirup', 'lossipulber', '| heraf/hvorav sukkerarter/varav sockerarter/josta sokooritud piim', 'kondenseeritud vadak', '| 1 kuri', 'kimarasv', 'roosuhkrusiirup', 'vadakutoode', 'miliest suhkrudāi kur cukruitostarp cukuprotein/proteiinia/valaud/bal'];6;6;[];['vājpiena pulveris', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'sviests', 'sūkalu produkts'];6;0;0;['vājpiena pulveris', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'sviests', 'sūkalu produkts'];[];[]
n95;14;14;167;['cukurs', 'zemesrieksti', 'iebiezināts piens ar cukuru', 'piens', 'cukurs', 'glikozes sīrups', 'vafeles', 'kviešu milti', 'ciete', 'olu pulveris', 'irdinātājs nātrija hidrogēnkarbonāts', 'sāls', 'emulgators saulespuķu lecitīni', 'sāls'];['cukurs', 'zemesrieksti', 'iebiezināts pi šans', 'cukurs', 'alikozes sī', 'sausā vietā', '18', '13', 'ls', 'irdinātājs nātrija hide emt sti', 'iebiezināts piens ar cukuru', 'piens', 'cukurs', 'glikozes sīrups', 'vafeles', 'kviešusugar', 'dluccss a c temperatūrā', 'rienta arbonāts', 'sāls', 'emulgators saulespuķu lecitīni', 'sāls', 'var', "uzglabātmana g'ucose syrup", 'wafers', 'wheat flour lara sweets with peanuts', 'ingredients', 'sugar', 'peanuts', 'sweetened condensed milk', 'milk', 'y contain traces of other nuts', 'keep dry', '1 e2308 powder', 'raising agent sodium hydrogen carbonate', 'salt', 'emulsifier sunflower lecithin', 'salt', 'sutirštintas pienas', 'pienas', 'cukrus', 'gliukozes sir «d žemes riešutu saldainiai', 'sudedamosios dalys', 'cukrus', 'žemēs riešutai', 'saldintashidrokarbonatas', 'druska', 'emulsiklis iecitinai gaulēnas vailiai', 'kvietiniai miltai', 'krakmolas', 'kiaušiniy milteliai', 'tešlos kildymo medžiaga natriotemperatūroje', 'c8 maapāhklišerbett', 'koostisosa sin! druska', 'sudētyje gali būti kity riešutu pēdsaky', 'laikyti sausoje vietoje', '1843', 'c', 'nisujahu', 'tārklis', 'munapulber', 'kergitusaine naatriu č ur', 'maapāisklid', 'magustatud kondenspiim', 'piim', 'suhkur', 'glūkoosisiirup', 'vahvlidpāhkleid', 'sāilitada jahedas ja kuivas kohas', '183', 'tikai 24', 'emulgaator pāevalilleletsitiin', 's00l', 'toode vēib sisaldada erinevaidwww', 'orkla', 'ee āpaxmco>', '1uep6er', 'cocras', 'ara jā mi orkla eesti aš', 'pērguvālja tee 6', 'lehmja', 'rae vald', '75306', 'harjumaa', 'eesti', 'pnioko03hbili cmpon', 'bapmm', 'nueknuhaa myka', 'krarmāt grime ctylļehhoe mojmoko c caxapom', 'lueibhoe kopobbe monoko', 'caxap', 'nonconheuhbilā jielmtmh', 'com»', 'īpoaykt momet copep2katb apyrmeopevu', 'xpanums pazpolxamtejib tmapokapoohat hatpma', 'cojb', '3mņjibfatopmujebon eu u mtoptes ant', 'cornacko tp tc 022/2011', 'amerietmieca uormotē "1809 ki', 'x/ 430 i gcie ar', 'c s īpa—13bl', 'f', '0jihomo4ehhbim e', 'a " ņ / otu t', 'panbegckoro octpob2', '4om a jmtep a', '10m', '69m/32h', 'ten', '812', '323', '04', '16', '000 "tipuma ban" 236016 1 sama tieoāa v eiron 5', '78 es artaieēm rr ie mamma senas m meta "ao kara antp eu rhladea suchu', '184310 nietriktei sodny', 'sol', 'emulgātor slnečnicovy lecitin', 'sol', "produkt mūže obsa ovat'inēorecīy skladovat aa rašī dovi šerbet", 'cap strbica sk/cz', 'bona', 'j', 'l', 'bajzu 14', '971 01 prievidza', 's iovenskā republika', 'tel', '00421', '46', '541 e3634ona', 'eu zoo ovinka', 'složeni', 'cukr', 'arašidy', 'slazenē zahuštēnē mlēko', 'mlēko', 'cukr', 'glukozovy sirup', 'oplātkwwww', 'bona', 'cu', '> = i  čale dumšs«wii z rob', 'vajecn prašek', '114 av no', 'paiki o /', 'pšenicnaā mouka', 'šk kladu a suchu', '1 m lātka hydrogenuhličitan sodny', 'sūl', 'emulgātor slunečnicovy lecitin', 'sūl', 'mūže imaovatstojviiehofechū', 'skladovat vv €', 'izcelsme', 'žemēs riešutu kilmes vieta ne es', "naapa vē a če' vmookjeehme apaxuca", 'he ec', 'pē ši iej tvedarašīdū', 'ra i la + i jaxvca', 'he ec', 'pēvod arašidov nie je v eu', 'pūvod arašidu neniražots latvijā', 'made in latvia + pagaminta latvijoje  valmistatud lātis', 'npovsbegen', 'jlargum + vyrobenē', 'ionaluzturvērtība/ nutritiona! value/muu kui el', 'vyrobeno v lotyšsku'];3;6;['olu pulveris'];['iebiezināts piens ar cukuru', 'piens', 'sutirštintas pienas', 'sutirštintas pienas', 'pienas', 'žemēs riešutu kilmes vieta ne es'];2;1;4;['iebiezināts piens ar cukuru', 'piens'];['olu pulveris'];['sutirštintas pienas', 'sutirštintas pienas', 'pienas', 'žemēs riešutu kilmes vieta ne es']
n96;21;21;1;['vācija', 'marcipāna masa', 'cukurs', 'mandeles', 'ūdens', 'mitrumuzturētājs', 'sorbīts', 'invertcukura sīrups', 'glikozes sīrups', 'mitrumuzturētājs', 'invertāze', 'baltā šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'emulgators', 'sojas lecitīns', 'dabīgs vaniļas aromatizētājs', 'zemeņu aromatizētājs', 'krāsviela', 'biešu sarkanais'];['40'];1;0;['pilnpiena pulveris'];[];0;1;0;[];['pilnpiena pulveris'];[]
